input,rand_x,rand_y,pred_x,pred_y,abs_rel,sq_rel,rms_sq_lin,rms_sq_log,d1,d2,d3
78_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-35.16952154879328,-72.4190194788509,-12.054065704345703,-76.2706069946289,0.11430706083774567,0.05360429361462593,0.13095903396606445,0.02707774192094803,0.8704630732536316,0.9816437363624573,0.9933138489723206
116_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,33.161944772188235,-10.772551126871761,34.33558654785156,-8.526378631591797,0.11212088912725449,0.05202001705765724,0.12731188535690308,0.02617715671658516,0.8755192160606384,0.9824198484420776,0.9936252236366272
49_area_31_color_0_Left_Down_0.0,-68.03311772793981,-0.8681561799713648,-67.5462875366211,-9.843512535095215,0.11331948637962341,0.05136881768703461,0.1250651627779007,0.026087166741490364,0.8753876686096191,0.9831689596176147,0.9939287304878235
12_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-83.81006619926069,73.67767237418076,-35.345680236816406,12.892991065979004,0.11729300022125244,0.05555262789130211,0.1376449316740036,0.028882725164294243,0.8665416836738586,0.9797317981719971,0.9929907917976379
153_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-43.41960331199695,29.254011183716756,-34.13896179199219,44.743309020996094,0.11892377585172653,0.055297188460826874,0.13522642850875854,0.02917351946234703,0.8635799884796143,0.9791908860206604,0.9932247996330261
6_area_31_color_0_Left_Down_0.0,-33.89200630390603,3.612243812005943,-32.219905853271484,2.9673972129821777,0.11594536900520325,0.0535242035984993,0.13146281242370605,0.028182124719023705,0.8686650395393372,0.9800226092338562,0.9934977293014526
44_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,8.407850281790331,-56.72619800540513,-2.2987194061279297,-62.494754791259766,0.11429082602262497,0.05262716859579086,0.1298932135105133,0.027491681277751923,0.8718372583389282,0.98065584897995,0.9937573671340942
112_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,84.52523299762055,49.52390820500062,39.60131072998047,77.52591705322266,0.11544733494520187,0.052596818655729294,0.12855291366577148,0.027593761682510376,0.8696450591087341,0.981036365032196,0.9939372539520264
60_area_31_color_0_Left_Down_0.0,79.10980948155404,71.0689230769768,20.347328186035156,86.1935806274414,0.11464162170886993,0.05185462161898613,0.12665854394435883,0.027164198458194733,0.8716265559196472,0.9815531373023987,0.9941505193710327
171_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,17.62199618599533,75.93736230416104,7.820314407348633,75.39575958251953,0.11280545592308044,0.050644613802433014,0.12366296350955963,0.026511061936616898,0.8750180006027222,0.9821181297302246,0.9943384528160095
11_area_31_color_0_Left_Down_0.0,-74.0713496306545,-54.72308476455387,-34.089569091796875,-80.97723388671875,0.11513873189687729,0.05317620187997818,0.13085249066352844,0.027205217629671097,0.8701978921890259,0.9812571406364441,0.994213879108429
44_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-81.85908799610314,-31.440540462612418,-56.525230407714844,-75.92384338378906,0.11667609959840775,0.05583653971552849,0.13821136951446533,0.02809879183769226,0.8668437600135803,0.9796066880226135,0.9935686588287354
52_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-20.038087855893238,-41.15717428069873,-13.02781867980957,-44.308414459228516,0.1149541586637497,0.05443280190229416,0.13469888269901276,0.027425067499279976,0.870368242263794,0.9802657961845398,0.9937781095504761
18_area_31_color_0_Left_Down_0.0,59.17275164734727,-25.784401195153933,50.315155029296875,-42.76094436645508,0.11488384753465652,0.054042086005210876,0.13400240242481232,0.0273760799318552,0.8702290058135986,0.9805340766906738,0.9939011931419373
10_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-39.43178825627146,7.685294968484726,-27.22332763671875,5.941889762878418,0.11579146236181259,0.05455927550792694,0.13585519790649414,0.027432743459939957,0.8680717349052429,0.9809146523475647,0.9940778613090515
59_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-64.63363950454273,54.395456535727135,-29.3760929107666,74.94209289550781,0.1150062158703804,0.05379480868577957,0.13384710252285004,0.02704196237027645,0.8699267506599426,0.9814151525497437,0.9942449927330017
29_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-76.58088413764125,87.63964858809311,3.963611125946045,88.94619750976562,0.11323142051696777,0.05255063995718956,0.1308395117521286,0.02641010656952858,0.873417317867279,0.9819145798683167,0.9944095611572266
87_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,49.004058473398345,-54.23117732384897,28.091035842895508,-62.244083404541016,0.11325667053461075,0.05208061635494232,0.12903036177158356,0.026249727234244347,0.8731873035430908,0.9823500514030457,0.9945588111877441
80_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-89.00601891775156,56.783057121870144,-29.801944732666016,88.62539672851562,0.11347151547670364,0.05176980793476105,0.1277868002653122,0.026174169033765793,0.8729560375213623,0.9826335906982422,0.9947055578231812
24_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,37.234321892571074,41.22129024737771,23.338247299194336,50.568763732910156,0.11364810168743134,0.05215710029006004,0.1308082640171051,0.026843763887882233,0.8716447353363037,0.982441246509552,0.994500994682312
56_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,48.82866240347025,-76.67196268786374,9.99082088470459,-75.78424072265625,0.11342373490333557,0.051724523305892944,0.12983548641204834,0.026744676753878593,0.8728618621826172,0.982483446598053,0.9945271611213684
27_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-25.47616886203093,-69.14356928547664,67.13922882080078,-2.1785671710968018,0.11494248360395432,0.053367651998996735,0.13647885620594025,0.027990153059363365,0.8695385456085205,0.9817681312561035,0.9940035343170166
66_area_31_color_0_Left_Down_0.0,65.35861665760683,22.193662828960427,57.35084915161133,40.92888259887695,0.11529918760061264,0.05373544245958328,0.13888762891292572,0.028017722070217133,0.8683421015739441,0.9819715619087219,0.9941034913063049
119_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-30.438355526523146,-78.55949694851574,-8.758256912231445,-87.70597839355469,0.11413168162107468,0.05296403169631958,0.13760346174240112,0.027524983510375023,0.8711309432983398,0.9823943972587585,0.9942436218261719
25_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-34.0231820911808,-31.46700203518553,-26.602924346923828,-37.70131301879883,0.11304400861263275,0.052437637001276016,0.13700155913829803,0.0271589532494545,0.8732183575630188,0.9826224446296692,0.9943027496337891
34_area_31_color_0_Left_Down_0.0,41.329112100851546,24.760344843938356,41.61614990234375,36.812171936035156,0.1129925325512886,0.05235646292567253,0.136974036693573,0.02701782062649727,0.8745993375778198,0.9826947450637817,0.9943750500679016
72_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,69.69829366373878,-5.0013134708491265,72.44942474365234,-11.905914306640625,0.11184066534042358,0.05162809044122696,0.1350710391998291,0.026624344289302826,0.8765689134597778,0.9828857183456421,0.9944902658462524
26_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-68.4730357311057,38.384061700139114,-45.69043731689453,68.00830841064453,0.11328055709600449,0.05193756893277168,0.13537943363189697,0.027022389695048332,0.8722555041313171,0.9827612638473511,0.9945380687713623
72_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,46.94130875104153,11.029895562509324,50.35367965698242,17.94468116760254,0.11259099841117859,0.051454540342092514,0.13426607847213745,0.026733074337244034,0.8738510608673096,0.9829311966896057,0.9946297407150269
71_area_31_color_0_Left_Down_0.0,48.77409239182097,-1.1167926544096645,48.048095703125,-3.7162325382232666,0.11331968754529953,0.05208345130085945,0.13614477217197418,0.026837319135665894,0.8732149600982666,0.9830080270767212,0.9946263432502747
65_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,4.091909288758927,-13.042616695461064,23.006900787353516,-21.436540603637695,0.11411964893341064,0.0525093637406826,0.13758398592472076,0.02732952870428562,0.8705896735191345,0.9824099540710449,0.9944374561309814
48_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-85.42455718606287,-70.57954314120519,-25.14742088317871,50.3084716796875,0.11617635190486908,0.055106230080127716,0.1468011885881424,0.028959760442376137,0.8659159541130066,0.9801942110061646,0.9934374094009399
65_area_31_color_0_Left_Down_0.0,-84.34274657638784,24.553874027480475,-61.059513092041016,70.95233917236328,0.1172417551279068,0.055802736431360245,0.1480119228363037,0.029517531394958496,0.8623691201210022,0.9792836904525757,0.993323564529419
43_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-33.4159234062612,1.542724409646496,-37.6478385925293,2.8915650844573975,0.11704433709383011,0.055210039019584656,0.14606040716171265,0.0292564257979393,0.8641760945320129,0.9796470999717712,0.9934398531913757
102_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,73.36196530669673,-45.12739875320251,41.104087829589844,-74.26455688476562,0.11839303374290466,0.05664873868227005,0.14840418100357056,0.0297841839492321,0.860449492931366,0.9789987206459045,0.9931721091270447
139_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-16.131073853586642,45.99920493774877,-10.910116195678711,48.85042953491211,0.11824570596218109,0.056397631764411926,0.14746889472007751,0.029637007042765617,0.8608055710792542,0.979182779788971,0.993292510509491
173_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-48.81633021150796,-76.14361623081726,-8.872979164123535,-83.56672668457031,0.11766653507947922,0.055850714445114136,0.14619697630405426,0.02930215187370777,0.8627110123634338,0.9795571565628052,0.993414044380188
9_area_31_color_0_Left_Down_0.0,-37.84473847552176,-60.9801682942792,-18.26547622680664,-68.65357971191406,0.11717427521944046,0.05534328147768974,0.14473657310009003,0.029048075899481773,0.8639916777610779,0.9797967672348022,0.9935279488563538
50_area_31_color_0_Left_Down_0.0,77.34557742166317,55.461668321595056,34.09088897705078,81.60209655761719,0.11755505204200745,0.05607766658067703,0.147881880402565,0.0292405653744936,0.8623296022415161,0.9793910384178162,0.993552029132843
84_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,24.012676171876222,66.86290623378918,17.111175537109375,68.54134368896484,0.1173718199133873,0.05554283782839775,0.14606468379497528,0.029032785445451736,0.8635053038597107,0.9796431064605713,0.9936631321907043
111_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,54.660973841840615,-56.41738940051355,28.009302139282227,-69.08507537841797,0.11726424843072891,0.05549512431025505,0.14629867672920227,0.02889440767467022,0.8641069531440735,0.979775607585907,0.9937507510185242
59_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,70.660619728196,7.081603544817128,72.44120788574219,25.86185646057129,0.11705674976110458,0.055009108036756516,0.14451155066490173,0.028697127476334572,0.8653918504714966,0.9799968600273132,0.9938480854034424
125_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,55.33922792953126,71.29643398622878,13.947444915771484,75.7694320678711,0.11693025380373001,0.054776765406131744,0.1437556892633438,0.028542429208755493,0.8661999702453613,0.9801945090293884,0.9939366579055786
75_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-32.7593745050645,-70.19065358501818,-11.037822723388672,-73.74507141113281,0.11625442653894424,0.054113056510686874,0.14184245467185974,0.028246542438864708,0.8678721785545349,0.9805136919021606,0.9940345883369446
80_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-48.9716707424505,-13.120598047273859,-48.8876953125,-23.82990837097168,0.11614859104156494,0.05418913811445236,0.14184129238128662,0.028185654431581497,0.8684379458427429,0.9804224371910095,0.993991494178772
20_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,57.24265786604877,64.93150498614182,21.84212303161621,79.78366088867188,0.11643939465284348,0.05437035113573074,0.1422543227672577,0.02835182659327984,0.8675654530525208,0.9800591468811035,0.9939156770706177
26_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-88.74861650438568,1.9345144639618326,-50.682254791259766,16.307016372680664,0.11851299554109573,0.05537061020731926,0.14240555465221405,0.02907569147646427,0.8628119230270386,0.9791275858879089,0.993732750415802
46_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-14.866019433219776,-50.02059411526856,-7.154644966125488,-55.82872009277344,0.11791431903839111,0.05489564687013626,0.14122122526168823,0.028802430257201195,0.8644919991493225,0.9793719053268433,0.9938210248947144
83_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-68.42423387993709,-29.22926914734697,-55.46516036987305,-58.44816207885742,0.11881966888904572,0.05510672926902771,0.14072749018669128,0.029032859951257706,0.862493634223938,0.9789999127388,0.9938923716545105
44_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,79.72374670425344,-31.82347223626406,53.52573776245117,-73.32905578613281,0.11935453861951828,0.05564793571829796,0.14243997633457184,0.029308395460247993,0.8604398965835571,0.9786068201065063,0.9939268231391907
37_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,3.382311913805893,36.54341260113202,9.784788131713867,21.862340927124023,0.11938194930553436,0.056050948798656464,0.14441347122192383,0.029572375118732452,0.8601281046867371,0.9782090187072754,0.9935792088508606
51_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-24.54667157172709,84.92077488977293,-0.26697370409965515,81.2190933227539,0.11880116164684296,0.0557657927274704,0.14449770748615265,0.029307302087545395,0.8615220189094543,0.9784612059593201,0.9936571717262268
13_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,83.24051308958002,-44.67918675143445,44.269386291503906,-77.91658782958984,0.11853404343128204,0.055743079632520676,0.14548993110656738,0.029311902821063995,0.8622678518295288,0.9784549474716187,0.9935795664787292
84_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-0.495268939370618,-35.84190423298146,6.616945743560791,-38.9343147277832,0.11863555014133453,0.05553407967090607,0.14434102177619934,0.02925911732017994,0.8625451922416687,0.9785333871841431,0.9936210513114929
82_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-38.72871101205583,-83.3603494761841,-2.7356603145599365,-87.77033233642578,0.11838588118553162,0.05580189824104309,0.14693480730056763,0.029177824035286903,0.8623445630073547,0.978712797164917,0.9937024712562561
168_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,19.721580116381432,0.4822241811950647,28.96076011657715,-0.4712699055671692,0.11814909428358078,0.05565672367811203,0.14682775735855103,0.02902282401919365,0.8631207346916199,0.9788824915885925,0.9937776327133179
50_area_31_color_0_Left_Down_0.0,-80.73382477500192,-39.84363643740994,-47.80440902709961,-77.36451721191406,0.11878716945648193,0.05653581768274307,0.14965461194515228,0.029252296313643456,0.8612001538276672,0.9786573648452759,0.9937240481376648
2_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,73.48785947399767,-46.878859679944966,39.589813232421875,-72.25020599365234,0.11883343011140823,0.05647610127925873,0.14912660419940948,0.029171692207455635,0.861316442489624,0.9788087606430054,0.9938061237335205
82_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-63.91892302357984,-1.898503150038664,-63.77338790893555,-7.567191123962402,0.11858417838811874,0.05657634139060974,0.15084299445152283,0.029057301580905914,0.8613545298576355,0.9790324568748474,0.9938824772834778
132_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,87.41708173990813,-46.43005112792993,41.13518524169922,-74.14163970947266,0.12029781192541122,0.05887414887547493,0.15416911244392395,0.029897896572947502,0.8584390878677368,0.9782131314277649,0.9934232831001282
27_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,30.98439853305814,47.09153075916916,19.29981231689453,54.65644073486328,0.1204720139503479,0.05894482880830765,0.15400230884552002,0.029890108853578568,0.8587757349014282,0.9782297015190125,0.9934002757072449
36_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-47.22524208136806,41.07894275013473,-33.73701095581055,51.47677993774414,0.12041984498500824,0.058909639716148376,0.1541278213262558,0.029935434460639954,0.8591997623443604,0.9780887365341187,0.9933205842971802
0_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-23.799036110534416,23.815049506844304,-31.846481323242188,-17.733783721923828,0.12115787714719772,0.05996726080775261,0.1580285280942917,0.030733486637473106,0.857753336429596,0.977125883102417,0.9929158687591553
102_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,24.035347936961045,6.439443133456521,28.913881301879883,9.880845069885254,0.12047423422336578,0.05954718589782715,0.15716946125030518,0.030466070398688316,0.8591437935829163,0.9773678779602051,0.9929963946342468
6_a641c3f4647545a2a4f5c50f5f5fbb571_color_0_Left_Down_0.0,-73.7478413902065,60.35444920606284,-29.549999237060547,80.95413970947266,0.12048601359128952,0.0592677928507328,0.15635643899440765,0.030396683141589165,0.8591915965080261,0.9775590896606445,0.993069589138031
79_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-32.25958830508755,-56.426668128026236,-19.247583389282227,-53.97438049316406,0.12005054205656052,0.0588248185813427,0.15528568625450134,0.030170807614922523,0.8604194521903992,0.9778085350990295,0.9931513071060181
308ed5f320429e1295db6c872b27ad0b1_color_0_Left_Down_0.0,-82.6604745201425,16.36072977388352,-70.8271484375,71.96836853027344,0.12147130072116852,0.0605735145509243,0.16037724912166595,0.03101264126598835,0.8568114042282104,0.976429283618927,0.9927400946617126
7_area_31_color_0_Left_Down_0.0,31.961585131610832,-87.01419079298589,-0.7972241044044495,-88.29110717773438,0.12098909169435501,0.0600816048681736,0.1589222550392151,0.030813923105597496,0.857434868812561,0.9766753315925598,0.9928212761878967
24_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,2.1767504938705713,-49.230760464371166,1.0926790237426758,-48.351318359375,0.12015169113874435,0.05950326845049858,0.15741346776485443,0.030509421601891518,0.8589891195297241,0.9769424796104431,0.9929043054580688
114_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,26.131102273700975,-58.61404277910154,14.517661094665527,-60.584686279296875,0.12059984356164932,0.060180164873600006,0.16061314940452576,0.030503658577799797,0.8582021594047546,0.9771561026573181,0.9929816722869873
103_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,34.36879285844387,-20.38763766590327,35.26370620727539,-31.02418327331543,0.1202520877122879,0.05975081026554108,0.15939871966838837,0.03032240830361843,0.8591967225074768,0.9773671627044678,0.9930596947669983
72_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,78.61139797261222,-65.2462300537212,24.367780685424805,-85.56868743896484,0.12002472579479218,0.059626057744026184,0.1586489975452423,0.030218571424484253,0.8600854277610779,0.9774337410926819,0.9930404424667358
59_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-28.60805681095347,-69.57476617669397,-9.598627090454102,-74.93899536132812,0.11951280385255814,0.05917122960090637,0.1573999524116516,0.02998829446732998,0.8613847494125366,0.9776642322540283,0.9931145310401917
47_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,76.44485129014129,67.9210836085766,20.99529457092285,87.8486099243164,0.1193532794713974,0.05903695896267891,0.15710702538490295,0.029947198927402496,0.8620002865791321,0.9777035713195801,0.9930880069732666
37_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,-43.57050701127199,28.79712828615223,-36.68102264404297,36.93442916870117,0.11915920674800873,0.05903423950076103,0.1574842780828476,0.029970794916152954,0.8625131249427795,0.9775974154472351,0.9929711222648621
139_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,57.09999603621884,9.936146087903225,56.16870880126953,21.623594284057617,0.11924394220113754,0.058989010751247406,0.15709945559501648,0.029931005090475082,0.8624836206436157,0.9776201844215393,0.9930349588394165
22_area_31_color_0_Left_Down_0.0,5.337104104081163,-46.4665876379187,2.5700197219848633,-47.40138244628906,0.11873206496238708,0.058653198182582855,0.15644869208335876,0.029763037338852882,0.8631536364555359,0.9777669906616211,0.9931055903434753
110_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-73.24150179493815,71.49883643159882,-13.347169876098633,82.2037353515625,0.11836621910333633,0.05828976631164551,0.15552249550819397,0.02957291342318058,0.8642026782035828,0.977989137172699,0.9931780099868774
63_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,72.07525028939949,23.95826230918823,59.57534408569336,54.13258743286133,0.11931458115577698,0.060209888964891434,0.16256029903888702,0.02982311137020588,0.8620203733444214,0.9777500629425049,0.9931389093399048
175_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-28.97463761123388,-27.14227656972104,-18.48860740661621,-31.466726303100586,0.11925356090068817,0.059920113533735275,0.16146692633628845,0.029732268303632736,0.861903965473175,0.9779725074768066,0.9932080507278442
75_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,40.6720221966431,71.47984679146387,14.679712295532227,76.8503646850586,0.11933799833059311,0.05988343805074692,0.1611793488264084,0.02967042848467827,0.8620046973228455,0.9781164526939392,0.993272602558136
66_area_31_color_0_Left_Down_0.0,69.67555636772113,50.37759825437229,35.67636489868164,72.2254867553711,0.11949921399354935,0.05989571660757065,0.1615201234817505,0.02966363914310932,0.8617711663246155,0.9782067537307739,0.9933231472969055
54_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,25.565696307771802,-74.85480630089121,4.890066146850586,-76.63664245605469,0.11972862482070923,0.06023839861154556,0.16308484971523285,0.029632361605763435,0.8618804216384888,0.9782891273498535,0.9933754801750183
143_fa5f164b48f043c6b2b0bb9e8631a4821_color_0_Left_Down_0.0,-60.90683146296952,71.73975393487427,-14.220500946044922,82.62580871582031,0.11960434913635254,0.060129422694444656,0.16268610954284668,0.029550649225711823,0.8622106909751892,0.9782924652099609,0.9934195280075073
30_e0166dba74ee42fd80fccc26fe3f02c81_color_0_Left_Down_0.0,19.157230738726184,-88.34453070900666,-19.734691619873047,-61.2126350402832,0.11940044909715652,0.059785157442092896,0.1616567224264145,0.02941734343767166,0.8627315759658813,0.9784924983978271,0.9934825301170349
